ventaFolio,estado,fecha,severidad
9,Contrato en proceso de enrolamiento,2026-01-05 16:01,ADVERTENCIA
9,Se ha confirmado el enrolamiento del equipo,2026-01-05 17:17,INFORMACION
9,Se ha confirmado el enrolamiento del equipo,2026-01-05 17:17,INFORMACION
9,Contrato generado  pendiente de firma,2026-01-05 17:17,INFORMACION
9,Se subió el contrato firmado,2026-01-05 18:06,EXITO
9,El nombre del cliente ha sido aprobado,2026-01-05 18:09,EXITO
9,El nombre del cliente ha sido aprobado,2026-01-05 18:09,EXITO
9,El nombre del cliente ha sido aprobado,2026-01-05 18:11,EXITO
9,El apellido paterno del cliente ha sido aprobado,2026-01-05 18:12,EXITO
9,El apellido materno del cliente ha sido aprobado,2026-01-05 18:12,EXITO
9,La CURP del cliente ha sido aprobada,2026-01-05 18:13,EXITO
9,La dirección del cliente ha sido aprobada,2026-01-05 18:14,EXITO
9,El correo del cliente ha sido aprobado,2026-01-05 18:14,EXITO
9,El teléfono del cliente ha sido aprobado,2026-01-05 18:14,EXITO
9,El tipo de identificación ha sido aprobada,2026-01-05 18:14,EXITO
9,El número de identificación ha sido aprobado,2026-01-05 18:14,EXITO
9,El documento de identificación ha sido aprobado,2026-01-05 18:14,EXITO
9,La imagen del cliente ha sido aprobada,2026-01-05 18:14,EXITO
9,El INE frontal del cliente ha sido aprobado,2026-01-05 18:14,EXITO
9,El INE posterior ha sido aprobado,2026-01-05 18:14,EXITO
9,El INE frontal en luz negra ha sido aprobado,2026-01-05 18:14,EXITO
9,El INE posterior en luz negra ha sido aprobado,2026-01-05 18:14,EXITO
9,El comprobante de domicilio ha sido rechazado,2026-01-05 18:15,ERROR
9,La lista nominal ha sido aprobada,2026-01-05 18:15,EXITO
9,El nombre de la referencia 1 del cliente ha sido aprobado,2026-01-05 18:17,EXITO
9,El teléfono de la referencia 1 del cliente ha sido aprobado,2026-01-05 18:17,EXITO
9,El parentesco de la referencia 1 del cliente ha sido aprobado,2026-01-05 18:17,EXITO
9,El nombre de la referencia 2 del cliente ha sido aprobado,2026-01-05 18:17,EXITO
9,El teléfono de la referencia 2 del cliente ha sido aprobado,2026-01-05 18:17,EXITO
9,El parentesco de la referencia 2 del cliente ha sido aprobado,2026-01-05 18:17,EXITO
9,La marca del equipo ha sido aprobada,2026-01-05 18:17,EXITO
9,El modelo del equipo ha sido aprobada,2026-01-05 18:17,EXITO
9,La variante del equipo ha sido aprobada,2026-01-05 18:17,EXITO
9,El almacenamiento del equipo ha sido aprobado,2026-01-05 18:17,EXITO
9,La memoria del equipo ha sido aprobada,2026-01-05 18:17,EXITO
9,Campo aprobado por mesa de control,2026-01-05 18:17,EXITO
9,El IMEI del equipo ha sido aprobado,2026-01-05 18:17,EXITO
9,El estatus del enrolamiento del equipo ha sido aprobado,2026-01-05 18:17,EXITO
9,El ID del dispositivo ha sido aprobado,2026-01-05 18:18,EXITO
9,El enrolamiento del equipo ha sido rechazado,2026-01-05 18:18,ERROR
9,El QR de enrolamiento del equipo ha sido aprobado,2026-01-05 18:19,EXITO
9,El código de enrolamiento del equipo ha sido rechazado,2026-01-05 18:19,ERROR
9,no esta bien enrolado,2026-01-05 18:19,INFORMACION
9,checar enrolamiento,2026-01-05 18:19,ERROR
9,Campo aprobado por mesa de control,2026-01-05 18:20,EXITO
9,Los plazos de financiamiento han sido aprobados,2026-01-05 18:20,EXITO
9,El precio del financiamiento ha sido aprobado,2026-01-05 18:20,EXITO
9,Los intereses del financiamiento han sido aprobados,2026-01-05 18:20,EXITO
9,El anticipo del financiamiento ha sido aprobado,2026-01-05 18:20,EXITO
9,El subtotal del financiamiento ha sido aprobado,2026-01-05 18:20,EXITO
9,El pago semanal del financiamiento ha sido aprobado,2026-01-05 18:20,EXITO
9,El total del financiamiento ha sido aprobado,2026-01-05 18:21,EXITO
9,comprobante de domicilio poco legible,2026-01-05 18:22,ADVERTENCIA
9,Se ha iniciado el proceso para reiniciar el contrato,2026-01-05 18:23,ADVERTENCIA
9,Contrato en proceso de enrolamiento,2026-01-05 19:49,ADVERTENCIA
9,Contrato en proceso de enrolamiento,2026-01-05 19:52,ADVERTENCIA
9,Contrato en proceso de enrolamiento,2026-01-05 19:58,ADVERTENCIA
9,Se ha confirmado el enrolamiento del equipo,2026-01-05 20:33,INFORMACION
9,Contrato generado  pendiente de firma,2026-01-05 20:33,INFORMACION
9,Se subió el contrato firmado,2026-01-05 20:37,EXITO
9,El comprobante de domicilio ha sido aprobado,2026-01-05 21:10,EXITO
9,El enrolamiento del equipo ha sido aprobado,2026-01-05 21:10,EXITO
9,El código de enrolamiento del equipo ha sido aprobado,2026-01-05 21:10,EXITO
9,El contrato se ha cerrado  se inicia el proceso de pago,2026-01-05 21:12,EXITO
9,El cliente se ha actualizado con los datos del contrato,2026-01-05 21:13,ADVERTENCIA
9,Pago de anticipo registrado,2026-01-05 21:13,EXITO
9,El contrato se ha liberado a pagos,2026-01-05 21:13,EXITO
9,Pago registrado,2026-01-12 19:10,EXITO
9,Equipo desbloqueado,2026-01-12 19:10,EXITO
9,Pago registrado,2026-01-19 17:18,EXITO
9,Equipo desbloqueado,2026-01-19 17:18,EXITO
9,Pago registrado,2026-01-26 16:33,EXITO
9,Equipo desbloqueado,2026-01-26 16:33,EXITO
9,Pago registrado,2026-02-02 15:07,EXITO
9,Equipo desbloqueado,2026-02-02 15:07,EXITO
9,Pago registrado,2026-02-09 14:40,EXITO
9,Equipo desbloqueado,2026-02-09 14:40,EXITO
9,Pago registrado,2026-02-16 19:17,EXITO
9,Equipo desbloqueado,2026-02-16 19:17,EXITO
9,Pago registrado,2026-02-23 19:26,EXITO
9,Equipo desbloqueado,2026-02-23 19:26,EXITO
9,Pago registrado,2026-03-02 19:13,EXITO
9,Equipo desbloqueado,2026-03-02 19:13,EXITO
9,Pago registrado,2026-03-09 17:58,EXITO
9,Equipo desbloqueado,2026-03-09 17:58,EXITO
9,Pago registrado,2026-03-16 16:19,EXITO
9,Equipo desbloqueado,2026-03-16 16:19,EXITO
9,Pago registrado,2026-03-23 19:23,EXITO
9,Equipo desbloqueado,2026-03-23 19:23,EXITO
9,Pago registrado,2026-03-30 19:27,EXITO
9,Equipo desbloqueado,2026-03-30 19:27,EXITO
9,Pago registrado,2026-04-06 19:33,EXITO
9,Equipo desbloqueado,2026-04-06 19:33,EXITO
9,Pago registrado,2026-04-14 19:06,EXITO
9,Equipo desbloqueado,2026-04-14 19:06,EXITO
9,Pago registrado,2026-04-20 18:38,EXITO
9,Equipo desbloqueado,2026-04-20 18:38,EXITO
9,Pago registrado,2026-04-27 19:02,EXITO
9,Equipo desbloqueado,2026-04-27 19:02,EXITO
9,Pago registrado,2026-05-04 16:05,EXITO
9,Equipo desbloqueado,2026-05-04 16:05,EXITO
9,Pago registrado,2026-05-11 18:56,EXITO
9,Equipo desbloqueado,2026-05-11 18:56,EXITO
11,Contrato en proceso de enrolamiento,2026-01-05 18:48,ADVERTENCIA
11,Se ha confirmado el enrolamiento del equipo,2026-01-05 20:03,INFORMACION
11,Contrato generado  pendiente de firma,2026-01-05 20:03,INFORMACION
11,Se subió el contrato firmado,2026-01-05 22:05,EXITO
11,La imagen del cliente ha sido rechazada,2026-01-05 22:24,ERROR
11,El nombre del cliente ha sido aprobado,2026-01-05 22:25,EXITO
11,El apellido paterno del cliente ha sido aprobado,2026-01-05 22:25,EXITO
11,El apellido materno del cliente ha sido aprobado,2026-01-05 22:25,EXITO
11,La CURP del cliente ha sido aprobada,2026-01-05 22:25,EXITO
11,La dirección del cliente ha sido rechazada,2026-01-05 22:25,ERROR
11,El correo del cliente ha sido aprobado,2026-01-05 22:25,EXITO
11,El teléfono del cliente ha sido aprobado,2026-01-05 22:25,EXITO
11,El tipo de identificación ha sido aprobada,2026-01-05 22:25,EXITO
11,El número de identificación ha sido rechazado,2026-01-05 22:26,ERROR
11,El documento de identificación ha sido aprobado,2026-01-05 22:26,EXITO
11,El INE frontal del cliente ha sido aprobado,2026-01-05 22:26,EXITO
11,El INE posterior ha sido aprobado,2026-01-05 22:27,EXITO
11,El INE frontal en luz negra ha sido aprobado,2026-01-05 22:27,EXITO
11,El INE posterior en luz negra ha sido aprobado,2026-01-05 22:27,EXITO
11,El comprobante de domicilio ha sido aprobado,2026-01-05 22:27,EXITO
11,El comprobante de domicilio ha sido rechazado,2026-01-05 22:27,ERROR
11,La lista nominal ha sido rechazada,2026-01-05 22:27,ERROR
11,La marca del equipo ha sido aprobada,2026-01-05 22:27,EXITO
11,El modelo del equipo ha sido aprobada,2026-01-05 22:27,EXITO
11,La variante del equipo ha sido aprobada,2026-01-05 22:27,EXITO
11,El almacenamiento del equipo ha sido aprobado,2026-01-05 22:28,EXITO
11,La memoria del equipo ha sido aprobada,2026-01-05 22:28,EXITO
11,Campo aprobado por mesa de control,2026-01-05 22:28,EXITO
11,La variante del equipo ha sido rechazada,2026-01-05 22:28,ERROR
11,La marca del equipo ha sido rechazada,2026-01-05 22:29,ERROR
11,El modelo del equipo ha sido rechazada,2026-01-05 22:30,ERROR
11,El almacenamiento del equipo ha sido rechazado,2026-01-05 22:30,ERROR
11,La memoria del equipo ha sido rechazada,2026-01-05 22:30,ERROR
11,Campo rechazado por mesa de control,2026-01-05 22:30,ERROR
11,El nombre de la referencia 1 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,El teléfono de la referencia 1 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,El parentesco de la referencia 1 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,El nombre de la referencia 2 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,El nombre de la referencia 2 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,El teléfono de la referencia 2 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,El parentesco de la referencia 2 del cliente ha sido aprobado,2026-01-05 22:36,EXITO
11,La imagen del cliente ha sido aprobada,2026-01-05 22:46,EXITO
11,El comprobante de domicilio ha sido aprobado,2026-01-05 22:47,EXITO
11,La lista nominal ha sido aprobada,2026-01-05 22:47,EXITO
11,se aprueba c de dom y lista nom por falta de visibilidad,2026-01-05 22:48,INFORMACION
11,La dirección del cliente ha sido aprobada,2026-01-05 22:48,EXITO
11,Se ha iniciado el proceso para reiniciar el contrato,2026-01-05 22:49,ADVERTENCIA
11,Se ha alcanzado la 5ta confirmación para reiniciar el contrato,2026-01-05 22:49,ADVERTENCIA
11,Se reinició el contrato,2026-01-05 22:49,ERROR
11,Contrato en proceso de enrolamiento,2026-01-05 22:57,ADVERTENCIA
11,Se ha confirmado el enrolamiento del equipo,2026-01-05 22:57,INFORMACION
11,Contrato generado  pendiente de firma,2026-01-05 22:57,INFORMACION
11,Contrato en proceso de enrolamiento,2026-01-05 22:57,ADVERTENCIA
11,Se ha confirmado el enrolamiento del equipo,2026-01-05 22:57,INFORMACION
11,Contrato generado  pendiente de firma,2026-01-05 22:57,INFORMACION
14,Contrato en proceso de enrolamiento,2026-01-05 21:17,ADVERTENCIA
14,El contrato regresó a la captura de datos,2026-01-05 21:40,ADVERTENCIA
14,El contrato regresó a la captura de datos,2026-01-05 21:40,ADVERTENCIA
14,Contrato en proceso de enrolamiento,2026-01-05 21:42,ADVERTENCIA
14,Se ha confirmado el enrolamiento del equipo,2026-01-05 21:55,INFORMACION
14,Contrato generado  pendiente de firma,2026-01-05 23:16,INFORMACION
14,Se subió el contrato firmado,2026-01-05 23:23,EXITO
14,La imagen del cliente ha sido aprobada,2026-01-05 23:31,EXITO
14,El nombre del cliente ha sido rechazado,2026-01-05 23:32,ERROR
14,El apellido paterno del cliente ha sido aprobado,2026-01-05 23:32,EXITO
14,El apellido materno del cliente ha sido aprobado,2026-01-05 23:32,EXITO
14,La CURP del cliente ha sido aprobada,2026-01-05 23:32,EXITO
14,La dirección del cliente ha sido rechazada,2026-01-05 23:32,ERROR
14,El correo del cliente ha sido aprobado,2026-01-05 23:32,EXITO
14,El teléfono del cliente ha sido aprobado,2026-01-05 23:32,EXITO
14,El tipo de identificación ha sido aprobada,2026-01-05 23:33,EXITO
14,El número de identificación ha sido rechazado,2026-01-05 23:33,ERROR
14,El documento de identificación ha sido aprobado,2026-01-05 23:33,EXITO
14,El INE frontal del cliente ha sido aprobado,2026-01-05 23:33,EXITO
14,El INE posterior ha sido aprobado,2026-01-05 23:33,EXITO
14,El INE frontal en luz negra ha sido rechazado,2026-01-05 23:33,ERROR
14,El INE frontal en luz negra ha sido aprobado,2026-01-05 23:33,EXITO
14,El INE posterior en luz negra ha sido aprobado,2026-01-05 23:33,EXITO
14,El comprobante de domicilio ha sido rechazado,2026-01-05 23:33,ERROR
14,La lista nominal ha sido aprobada,2026-01-05 23:33,EXITO
14,El nombre de la referencia 1 del cliente ha sido aprobado,2026-01-05 23:33,EXITO
14,El teléfono de la referencia 1 del cliente ha sido aprobado,2026-01-05 23:34,EXITO
14,El parentesco de la referencia 1 del cliente ha sido aprobado,2026-01-05 23:34,EXITO
14,El nombre de la referencia 2 del cliente ha sido aprobado,2026-01-05 23:34,EXITO
14,El teléfono de la referencia 2 del cliente ha sido aprobado,2026-01-05 23:34,EXITO
14,El parentesco de la referencia 2 del cliente ha sido aprobado,2026-01-05 23:34,EXITO
14,La marca del equipo ha sido aprobada,2026-01-05 23:34,EXITO
14,La variante del equipo ha sido aprobada,2026-01-05 23:34,EXITO
14,El almacenamiento del equipo ha sido aprobado,2026-01-05 23:34,EXITO
14,La memoria del equipo ha sido aprobada,2026-01-05 23:34,EXITO
14,Campo aprobado por mesa de control,2026-01-05 23:34,EXITO
14,El IMEI del equipo ha sido aprobado,2026-01-05 23:34,EXITO
14,El ID del dispositivo ha sido aprobado,2026-01-05 23:34,EXITO
14,El estatus del enrolamiento del equipo ha sido aprobado,2026-01-05 23:34,EXITO
14,El enrolamiento del equipo ha sido aprobado,2026-01-05 23:34,EXITO
14,El código de enrolamiento del equipo ha sido aprobado,2026-01-05 23:34,EXITO
14,Campo aprobado por mesa de control,2026-01-05 23:34,EXITO
14,Los plazos de financiamiento han sido aprobados,2026-01-05 23:34,EXITO
14,El precio del financiamiento ha sido aprobado,2026-01-05 23:34,EXITO
14,Los intereses del financiamiento han sido aprobados,2026-01-05 23:34,EXITO
14,El anticipo del financiamiento ha sido aprobado,2026-01-05 23:34,EXITO
14,El subtotal del financiamiento ha sido aprobado,2026-01-05 23:34,EXITO
14,El pago semanal del financiamiento ha sido aprobado,2026-01-05 23:35,EXITO
14,El total del financiamiento ha sido aprobado,2026-01-05 23:35,EXITO
14,El nombre del cliente ha sido rechazado,2026-01-05 23:37,ERROR
14,La dirección del cliente ha sido aprobada,2026-01-05 23:40,EXITO
14,El número de identificación ha sido aprobado,2026-01-05 23:41,EXITO
14,El nombre del cliente ha sido aprobado,2026-01-05 23:41,EXITO
14,El comprobante de domicilio ha sido aprobado,2026-01-05 23:41,EXITO
14,El modelo del equipo ha sido aprobada,2026-01-05 23:41,EXITO
14,La lista nominal ha sido aprobada,2026-01-05 23:42,EXITO
14,El QR de enrolamiento del equipo ha sido aprobado,2026-01-05 23:43,EXITO
14,El QR de enrolamiento del equipo ha sido aprobado,2026-01-05 23:43,EXITO
14,El contrato se ha cerrado  se inicia el proceso de pago,2026-01-05 23:43,EXITO
14,El cliente se ha actualizado con los datos del contrato,2026-01-05 23:44,ADVERTENCIA
14,Pago de anticipo registrado,2026-01-05 23:44,EXITO
14,El contrato se ha liberado a pagos,2026-01-05 23:44,EXITO
14,Extensión de pago,2026-01-13 19:16,ADVERTENCIA
14,Extensión de pago,2026-01-13 19:16,ADVERTENCIA
14,Pago registrado,2026-01-16 15:04,EXITO
14,Equipo desbloqueado,2026-01-16 15:04,EXITO
14,Extensión de pago solicitada,2026-01-16 18:48,ADVERTENCIA
14,Extensión de pago aprobada,2026-01-16 18:49,EXITO
14,Equipo desbloqueado,2026-01-16 18:49,EXITO
14,Extensión de pago solicitada,2026-01-23 20:06,ADVERTENCIA
14,Extensión de pago solicitada,2026-01-23 21:24,ADVERTENCIA
14,Extensión de pago solicitada,2026-01-23 21:37,ADVERTENCIA
14,Extensión de pago aprobada,2026-01-23 21:38,EXITO
14,No se pudo desbloquear el dispositivo,2026-01-23 21:38,ERROR
14,Extensión de pago solicitada,2026-01-24 18:21,ADVERTENCIA
14,Extensión de pago aprobada,2026-01-24 18:22,EXITO
14,No se pudo desbloquear el dispositivo,2026-01-24 18:22,ERROR
14,Pago registrado,2026-01-26 16:45,EXITO
14,Equipo desbloqueado,2026-01-26 16:45,EXITO
14,Pago registrado,2026-02-02 19:47,EXITO
14,Equipo desbloqueado,2026-02-02 19:47,EXITO
14,Pago registrado,2026-02-12 21:24,EXITO
14,Equipo desbloqueado,2026-02-12 21:24,EXITO
14,Extensión de pago solicitada,2026-02-19 20:46,ADVERTENCIA
14,Extensión de pago aprobada,2026-02-19 20:49,EXITO
14,Equipo desbloqueado,2026-02-19 20:49,EXITO
14,Pago registrado,2026-02-26 22:59,EXITO
14,Equipo desbloqueado,2026-02-26 22:59,EXITO
14,Extensión de pago solicitada,2026-03-05 14:44,ADVERTENCIA
14,Extensión de pago aprobada,2026-03-05 14:51,EXITO
14,Equipo desbloqueado,2026-03-05 14:51,EXITO
14,Pago registrado,2026-03-12 20:31,EXITO
14,Equipo desbloqueado,2026-03-12 20:31,EXITO
14,Pago registrado,2026-03-26 21:49,EXITO
14,Equipo desbloqueado,2026-03-26 21:49,EXITO
14,Pago registrado,2026-04-06 19:48,EXITO
14,Equipo desbloqueado,2026-04-06 19:48,EXITO
14,Extensión de pago solicitada,2026-04-14 18:13,ADVERTENCIA
14,Extensión de pago aprobada,2026-04-14 18:18,EXITO
14,Equipo desbloqueado,2026-04-14 18:18,EXITO
14,Pago registrado,2026-04-17 18:28,EXITO
14,Equipo desbloqueado,2026-04-17 18:28,EXITO
14,Extensión de pago solicitada,2026-04-25 18:46,ADVERTENCIA
14,Extensión de pago aprobada,2026-04-25 18:47,EXITO
14,Equipo desbloqueado,2026-04-25 18:47,EXITO
14,Pago registrado,2026-05-03 10:47,EXITO
14,Equipo desbloqueado,2026-05-03 10:47,EXITO
14,Extensión de pago solicitada,2026-05-20 10:31,ADVERTENCIA
14,Extensión de pago solicitada,2026-05-20 10:32,ADVERTENCIA
14,Extensión de pago aprobada,2026-05-20 10:32,EXITO
14,No se pudo desbloquear el dispositivo,2026-05-20 10:32,ERROR
14,Extensión de pago aprobada,2026-05-20 10:44,EXITO
14,No se pudo desbloquear el dispositivo,2026-05-20 10:44,ERROR
14,Extensión de pago solicitada,2026-05-28 18:13,ADVERTENCIA
14,Extensión de pago aprobada,2026-05-28 18:13,EXITO
14,Equipo desbloqueado,2026-05-28 18:13,EXITO
14,Pago registrado,2026-05-30 19:16,EXITO
14,Equipo desbloqueado,2026-05-30 19:16,EXITO
17,Contrato en proceso de enrolamiento,2026-01-05 23:02,ADVERTENCIA
17,Se ha confirmado el enrolamiento del equipo,2026-01-05 23:02,INFORMACION
17,Contrato generado  pendiente de firma,2026-01-05 23:04,INFORMACION
17,Se subió el contrato firmado,2026-01-05 23:05,EXITO
17,Se ha iniciado el proceso para reiniciar el contrato,2026-01-05 23:05,ADVERTENCIA
17,Se ha alcanzado la 5ta confirmación para reiniciar el contrato,2026-01-05 23:05,ADVERTENCIA
17,Se reinició el contrato,2026-01-05 23:05,ERROR
17,Contrato en proceso de enrolamiento,2026-01-05 23:06,ADVERTENCIA
17,Se ha confirmado el enrolamiento del equipo,2026-01-05 23:06,INFORMACION
17,Contrato generado  pendiente de firma,2026-01-05 23:06,INFORMACION
17,Se subió el contrato firmado,2026-01-05 23:10,EXITO
17,La imagen del cliente ha sido aprobada,2026-01-05 23:11,EXITO
17,El nombre del cliente ha sido aprobado,2026-01-05 23:11,EXITO
17,El apellido paterno del cliente ha sido aprobado,2026-01-05 23:11,EXITO
17,El apellido materno del cliente ha sido aprobado,2026-01-05 23:11,EXITO
17,La CURP del cliente ha sido aprobada,2026-01-05 23:11,EXITO
17,La dirección del cliente ha sido aprobada,2026-01-05 23:11,EXITO
17,El correo del cliente ha sido aprobado,2026-01-05 23:11,EXITO
17,El teléfono del cliente ha sido aprobado,2026-01-05 23:11,EXITO
17,El tipo de identificación ha sido aprobada,2026-01-05 23:11,EXITO
17,El tipo de identificación ha sido aprobada,2026-01-05 23:11,EXITO
17,El número de identificación ha sido aprobado,2026-01-05 23:11,EXITO
17,El documento de identificación ha sido aprobado,2026-01-05 23:12,EXITO
17,El INE frontal del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,El INE posterior ha sido aprobado,2026-01-05 23:12,EXITO
17,El INE frontal en luz negra ha sido aprobado,2026-01-05 23:12,EXITO
17,El INE posterior en luz negra ha sido aprobado,2026-01-05 23:12,EXITO
17,El comprobante de domicilio ha sido rechazado,2026-01-05 23:12,ERROR
17,La lista nominal ha sido rechazada,2026-01-05 23:12,ERROR
17,El nombre de la referencia 1 del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,El teléfono de la referencia 1 del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,El parentesco de la referencia 1 del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,El nombre de la referencia 2 del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,El teléfono de la referencia 2 del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,El parentesco de la referencia 2 del cliente ha sido aprobado,2026-01-05 23:12,EXITO
17,La marca del equipo ha sido aprobada,2026-01-05 23:13,EXITO
17,El modelo del equipo ha sido aprobada,2026-01-05 23:13,EXITO
17,La variante del equipo ha sido aprobada,2026-01-05 23:13,EXITO
17,El almacenamiento del equipo ha sido aprobado,2026-01-05 23:13,EXITO
17,La memoria del equipo ha sido aprobada,2026-01-05 23:13,EXITO
17,Campo aprobado por mesa de control,2026-01-05 23:13,EXITO
17,El IMEI del equipo ha sido aprobado,2026-01-05 23:15,EXITO
17,El ID del dispositivo ha sido aprobado,2026-01-05 23:15,EXITO
17,El estatus del enrolamiento del equipo ha sido aprobado,2026-01-05 23:15,EXITO
17,El enrolamiento del equipo ha sido aprobado,2026-01-05 23:15,EXITO
17,El código de enrolamiento del equipo ha sido aprobado,2026-01-05 23:15,EXITO
17,El QR de enrolamiento del equipo ha sido aprobado,2026-01-05 23:15,EXITO
17,Campo aprobado por mesa de control,2026-01-05 23:15,EXITO
17,Los plazos de financiamiento han sido aprobados,2026-01-05 23:15,EXITO
17,El precio del financiamiento ha sido aprobado,2026-01-05 23:15,EXITO
17,Los intereses del financiamiento han sido aprobados,2026-01-05 23:15,EXITO
17,El anticipo del financiamiento ha sido aprobado,2026-01-05 23:15,EXITO
17,El subtotal del financiamiento ha sido aprobado,2026-01-05 23:15,EXITO
17,El pago semanal del financiamiento ha sido aprobado,2026-01-05 23:15,EXITO
17,El total del financiamiento ha sido aprobado,2026-01-05 23:15,EXITO
17,El comprobante de domicilio ha sido aprobado,2026-01-05 23:16,EXITO
17,La lista nominal ha sido aprobada,2026-01-05 23:16,EXITO
17,El contrato se ha cerrado  se inicia el proceso de pago,2026-01-05 23:16,EXITO
17,El cliente se ha actualizado con los datos del contrato,2026-01-05 23:16,ADVERTENCIA
17,Pago de anticipo registrado,2026-01-05 23:16,EXITO
17,El contrato se ha liberado a pagos,2026-01-05 23:16,EXITO
17,Pago registrado,2026-01-05 23:18,EXITO
17,Equipo desbloqueado,2026-01-05 23:18,EXITO
18,Contrato en proceso de enrolamiento,2026-01-05 19:10,ADVERTENCIA
18,Se ha confirmado el enrolamiento del equipo,2026-01-05 19:22,INFORMACION
18,Contrato generado  pendiente de firma,2026-01-05 19:22,INFORMACION
18,Se subió el contrato firmado,2026-01-05 22:29,EXITO
18,El nombre del cliente ha sido rechazado,2026-01-05 22:38,ERROR
18,La imagen del cliente ha sido aprobada,2026-01-05 22:38,EXITO
18,La imagen del cliente ha sido rechazada,2026-01-05 22:38,ERROR
18,El apellido paterno del cliente ha sido aprobado,2026-01-05 22:38,EXITO
18,El apellido materno del cliente ha sido aprobado,2026-01-05 22:38,EXITO
18,La CURP del cliente ha sido aprobada,2026-01-05 22:39,EXITO
18,La dirección del cliente ha sido rechazada,2026-01-05 22:39,ERROR
18,El correo del cliente ha sido aprobado,2026-01-05 22:39,EXITO
18,El teléfono del cliente ha sido aprobado,2026-01-05 22:39,EXITO
18,El tipo de identificación ha sido aprobada,2026-01-05 22:39,EXITO
18,El número de identificación ha sido aprobado,2026-01-05 22:40,EXITO
18,El documento de identificación ha sido aprobado,2026-01-05 22:40,EXITO
18,El INE frontal del cliente ha sido aprobado,2026-01-05 22:40,EXITO
18,El INE posterior ha sido aprobado,2026-01-05 22:40,EXITO
18,El INE frontal en luz negra ha sido aprobado,2026-01-05 22:40,EXITO
18,El INE posterior en luz negra ha sido aprobado,2026-01-05 22:40,EXITO
18,El comprobante de domicilio ha sido rechazado,2026-01-05 22:40,ERROR
18,La lista nominal ha sido rechazada,2026-01-05 22:40,ERROR
18,imagen del perfil es selfie del cliente,2026-01-05 22:42,INFORMACION
18,el nombre va en mayusculas,2026-01-05 22:42,INFORMACION
18,falta comprobante de domicilio,2026-01-05 22:42,INFORMACION
18,La lista nominal ha sido aprobada,2026-01-05 22:42,EXITO
18,estan seleccionando enganche cero con interes nueva. definan esa parte,2026-01-05 22:43,INFORMACION
18,La marca del equipo ha sido aprobada,2026-01-05 22:43,EXITO
18,La marca del equipo ha sido rechazada,2026-01-05 22:43,ERROR
18,El modelo del equipo ha sido rechazada,2026-01-05 22:43,ERROR
18,La variante del equipo ha sido rechazada,2026-01-05 22:43,ERROR
18,El almacenamiento del equipo ha sido rechazado,2026-01-05 22:44,ERROR
18,La memoria del equipo ha sido rechazada,2026-01-05 22:44,ERROR
18,Campo rechazado por mesa de control,2026-01-05 22:44,ERROR
18,El IMEI del equipo ha sido aprobado,2026-01-05 22:44,EXITO
18,El ID del dispositivo ha sido aprobado,2026-01-05 22:45,EXITO
18,El estatus del enrolamiento del equipo ha sido aprobado,2026-01-05 22:45,EXITO
18,El enrolamiento del equipo ha sido aprobado,2026-01-05 22:45,EXITO
18,El código de enrolamiento del equipo ha sido aprobado,2026-01-05 22:45,EXITO
18,El QR de enrolamiento del equipo ha sido aprobado,2026-01-05 22:45,EXITO
18,Campo rechazado por mesa de control,2026-01-05 22:45,ERROR
18,Los plazos de financiamiento han sido rechazados,2026-01-05 22:45,ERROR
18,El precio del financiamiento ha sido rechazado,2026-01-05 22:45,ERROR
18,Los intereses del financiamiento han sido rechazados,2026-01-05 22:45,ERROR
18,Campo aprobado por mesa de control,2026-01-05 22:45,EXITO
18,Los plazos de financiamiento han sido aprobados,2026-01-05 22:45,EXITO
18,El precio del financiamiento ha sido aprobado,2026-01-05 22:45,EXITO
18,Los intereses del financiamiento han sido aprobados,2026-01-05 22:45,EXITO
18,El anticipo del financiamiento ha sido aprobado,2026-01-05 22:45,EXITO
18,El subtotal del financiamiento ha sido aprobado,2026-01-05 22:45,EXITO
18,El pago semanal del financiamiento ha sido aprobado,2026-01-05 22:45,EXITO
18,El total del financiamiento ha sido aprobado,2026-01-05 22:45,EXITO
18,El nombre del cliente ha sido aprobado,2026-01-05 22:52,EXITO
18,El nombre de la referencia 1 del cliente ha sido aprobado,2026-01-05 22:55,EXITO
18,El teléfono de la referencia 1 del cliente ha sido aprobado,2026-01-05 22:55,EXITO
18,El parentesco de la referencia 1 del cliente ha sido aprobado,2026-01-05 22:55,EXITO
18,El nombre de la referencia 2 del cliente ha sido aprobado,2026-01-05 22:55,EXITO
18,El teléfono de la referencia 2 del cliente ha sido aprobado,2026-01-05 22:55,EXITO
18,Campo aprobado por mesa de control,2026-01-05 22:56,EXITO
